nama,jurusan_sma,nilai_sem1,nilai_sem2,nilai_sem3,nilai_sem4,nilai_sem5,rata_rata,nama_sekolah,ranking,akreditasi,indeks_sekolah,kuota_eligible,provinsi,nilai_berbobot,target_ptn,target_prodi,target_jenjang,passing_grade,daya_tampung_2026,peminat_2025,rasio_keketatan,target_lulus_snbp
Siswa_706,IPS,89.7,92.4,92.4,90.2,90.8,91.1,SMAN 4 PURWOKERTO,835,C,87.48,0.05,JAWA TENGAH,79.69,UNIVERSITAS JEMBER,TEKNIK ELEKTRO,Sarjana,87.02,44,285.0,0.1544,0
Siswa_707,IPA,77.9,78.1,82.2,84.0,84.0,81.24,SMAN 1 BOYOLALI,180,B,97.31,0.25,JAWA TENGAH,79.05,UNIVERSITAS RIAU,BIMBINGAN KONSELING,Sarjana,90.68,24,902.0,0.0266,0
Siswa_708,IPS,76.2,77.1,79.4,79.3,81.2,78.64,SMA NEGERI 2 UNGARAN,702,C,89.47,0.05,JAWA TENGAH,70.36,ISI YOGYAKARTA,DESAIN PRODUK,Sarjana,86.07,24,103.0,0.233,0
Siswa_709,IPA,77.4,78.4,77.6,80.3,79.1,78.56,SMAN 1 MEJAYAN,407,C,93.9,0.05,JAWA TIMUR,73.77,"UPN ""VETERAN"" JAKARTA",BIOLOGI,Sarjana,86.07,6,174.5,0.2013,0
Siswa_710,IPS,91.3,88.5,86.3,87.3,88.0,88.28,SMAN 1 METRO,666,C,90.02,0.05,LAMPUNG,79.47,UNIVERSITAS SEBELAS MARET,PENDIDIKAN SOSIOLOGI ANTROPOLOGI,Sarjana,86.98,16,202.0,0.0792,0
Siswa_711,IPS,82.2,83.2,83.6,85.3,86.0,84.06,SMAN 1 BEKASI,196,B,97.07,0.25,JAWA BARAT,81.6,POLITEKNIK NEGERI MEDAN,TEKNIK KONVERSI ENERGI,Diploma Tiga,86.07,45,67.0,0.6716,0
Siswa_712,IPA,97.8,97.4,98.0,97.1,96.9,97.44,SMAS MARDI WALUYA,466,C,93.02,0.05,JAWA BARAT,90.64,UNIVERSITAS NEGERI YOGYAKARTA,BIOLOGI,Sarjana,86.13,16,182.0,0.0879,1
Siswa_713,IPA,82.2,82.2,84.2,84.0,83.9,83.3,SMAN 1 GOMBONG,311,B,95.35,0.25,JAWA TENGAH,79.43,POLITEKNIK NEGERI AMBON,TEKNOLOGI REKAYASA SISTEM MEKANIKAL MINYAK DAN GAS,Sarjana Terapan,86.07,27,12.0,2.25,0
Siswa_714,IPA,85.9,89.8,89.7,89.8,90.8,89.2,SMAN 1 PROBOLINGGO,262,B,96.08,0.25,JAWA TIMUR,85.7,UNIVERSITAS SAM RATULANGI,ILMU KOMUNIKASI,Sarjana,87.58,25,205.0,0.122,1
Siswa_715,IPA,92.7,91.2,93.2,95.9,96.4,93.88,SMA NEGERI 5 PAREPARE,419,C,93.72,0.05,SULAWESI SELATAN,87.98,UNIVERSITAS PENDIDIKAN GANESHA,TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA,Sarjana Terapan,82.97,23,21.0,1.0952,1
Siswa_716,IPS,95.0,97.7,100.0,100.0,100.0,98.54,SMA STRADA BHAKTI WIYATA,406,C,93.92,0.05,JAWA BARAT,92.55,UNIVERSITAS SYIAH KUALA,AGROTEKNOLOGI,Sarjana,85.86,36,252.0,0.1429,1
Siswa_717,IPS,95.3,95.7,98.4,97.8,98.3,97.1,MAN 2 Kota Bandung,939,C,85.92,0.05,JAWA BARAT,83.43,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN SENI RUPA,Sarjana,85.32,23,87.0,0.2644,1
Siswa_718,IPS,91.0,91.5,92.4,95.5,96.4,93.36,SMAS REGINA PACIS SURAKARTA,143,B,97.87,0.25,JAWA TENGAH,91.37,UNIVERSITAS SEBELAS MARET,KIMIA,Sarjana,85.79,27,240.0,0.1125,1
Siswa_719,IPA,90.1,92.7,93.3,90.0,89.7,91.16,SMA NEGERI 2 KUNINGAN,342,B,94.88,0.25,JAWA BARAT,86.49,UIN SUNAN GUNUNG DJATI,TEKNIK LINGKUNGAN,Sarjana,86.07,12,174.5,0.2013,1
Siswa_720,IPS,88.0,89.6,89.9,88.5,88.5,88.9,SMAN 1 TALUN,316,B,95.27,0.25,JAWA TIMUR,84.7,UNIVERSITAS NEGERI MAKASSAR,EKONOMI PEMBANGUNAN,Sarjana,87.37,45,188.0,0.2394,0
Siswa_721,IPS,88.9,91.0,94.4,93.5,94.5,92.46,SMAN 90 JAKARTA,101,B,98.5,0.25,DKI JAKARTA,91.07,UNIVERSITAS TANJUNGPURA,PERENCANAAN WILAYAH DAN KOTA,Sarjana,85.83,18,95.0,0.1895,0
Siswa_722,IPA,82.2,85.2,84.9,83.2,82.0,83.5,SMA ISLAM TERPADU AL USWAH,244,B,96.35,0.25,JAWA TIMUR,80.45,UNIVERSITAS NEGERI MAKASSAR,ILMU KEOLAHRAGAAN,Sarjana,86.15,29,107.0,0.271,0
Siswa_723,IPA,80.9,81.2,82.3,80.2,79.0,80.72,SMAN 3 PAINAN,490,C,92.66,0.05,SUMATERA BARAT,74.8,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA ARAB,Sarjana,87.5,70,169.0,0.4142,0
Siswa_724,IPS,85.0,84.8,85.9,87.7,88.7,86.42,SMAS UNGGUL DEL,12,A,99.83,0.4,SUMATERA UTARA,86.27,UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNIK MESIN,Sarjana,88.84,55,474.0,0.116,0
Siswa_725,IPA,84.1,83.0,83.0,83.5,83.5,83.42,SMA NEGERI 1 JETIS,239,B,96.43,0.25,DI YOGYAKARTA,80.44,"UPN ""VETERAN"" YOGYAKARTA",TEKNIK PERTAMBANGAN,Sarjana,86.07,52,1799.0,0.0289,0
Siswa_726,IPS,82.7,82.1,80.3,82.1,81.9,81.82,SMA AL WAFI IBS,561,C,91.59,0.05,JAWA BARAT,74.94,INSTITUT PERTANIAN BOGOR,BIOINFORMATIKA,Sarjana,92.55,20,182.0,0.1099,0
Siswa_727,IPA,88.5,95.4,97.0,99.4,100.0,96.06,SMAN 1 SLEMAN,42,A,99.38,0.4,DI YOGYAKARTA,95.46,UNIVERSITAS NUSA CENDANA,PEND. KIMIA,Sarjana,82.44,35,95.0,0.3684,1
Siswa_728,IPS,89.8,93.3,94.1,95.7,97.0,93.98,SMAN 1 AJIBARANG,678,C,89.83,0.05,JAWA TENGAH,84.42,UNIVERSITAS HALUOLEO,FARMASI,Sarjana,88.76,75,786.0,0.0954,0
Siswa_729,IPA,85.4,83.7,85.7,88.1,88.1,86.2,SMA NEGERI 08,594,C,91.1,0.05,JAWA TENGAH,78.53,POLITEKNIK NEGERI MEDIA KREATIF,FOTOGRAFI,Diploma Tiga,86.07,38,138.0,0.2754,0
Siswa_730,IPA,92.4,90.7,90.7,91.5,90.7,91.2,SMAN 1 PAMEKASAN,429,C,93.57,0.05,JAWA TIMUR,85.34,UIN SUNAN GUNUNG DJATI,MATEMATIKA,Sarjana,86.07,27,187.0,0.1444,0
Siswa_731,IPA,79.3,81.3,84.7,83.3,84.1,82.54,SMA AL MUTTAQIN,803,C,87.96,0.05,JAWA BARAT,72.6,UNIVERSITAS UDAYANA,HUBUNGAN INTERNASIONAL,Sarjana,88.15,36,311.0,0.1158,0
Siswa_732,IPS,84.0,86.1,85.4,88.5,88.5,86.5,SMAN 2 CIBINONG,158,B,97.64,0.25,JAWA BARAT,84.46,UNIVERSITAS NEGERI SEMARANG,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,86.74,30,297.0,0.101,0
Siswa_733,IPS,81.4,83.5,87.9,87.8,89.2,85.96,SMAS KRIDA NUSANTARA,216,B,96.77,0.25,JAWA BARAT,83.18,ISI PADANG PANJANG,KEWIRAUSAHAAN,Sarjana,86.07,20,20.0,1.0,0
Siswa_734,IPA,75.7,76.2,73.7,72.8,71.0,73.88,SMA Negeri 4 Pekalongan,670,C,89.95,0.05,JAWA TENGAH,66.46,UNIVERSITAS SULTAN AGENG TIRTAYASA,TEKNOLOGI PANGAN,Sarjana,89.59,52,568.0,0.0915,0
Siswa_735,IPA,84.6,85.3,87.2,87.8,89.2,86.82,SMAN 22 BANDUNG,462,C,93.08,0.05,JAWA BARAT,80.81,UNIVERSITAS PATTIMURA,PEND. BAHASA INGGRIS (PSDKU KAB. MBD),Sarjana,80.15,12,1.0,12.0,0
Siswa_736,IPS,84.4,86.0,88.0,87.2,88.0,86.72,SMAS BUDI MULIA,134,B,98.0,0.25,SUMATERA UTARA,84.99,UNIVERSITAS PATTIMURA,PEND. BIOLOGI,Sarjana,84.72,28,47.0,0.5957,1
Siswa_737,IPA,92.6,93.7,93.1,93.3,93.6,93.26,SMAN 99 JAKARTA,67,A,99.01,0.4,DKI JAKARTA,92.34,INSTITUT PERTANIAN BOGOR,AKUNTANSI,Sarjana Terapan,91.49,112,1188.0,0.0943,0
Siswa_738,IPS,88.2,84.7,86.6,88.3,89.1,87.38,SMAN 2 GUNUNG PUTRI,848,C,87.28,0.05,JAWA BARAT,76.27,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN BAHASA MANDARIN,Sarjana,85.01,37,109.0,0.3394,0
Siswa_739,IPA,79.9,80.4,84.0,85.7,88.0,83.6,SMAS KANISIUS JAKARTA,7,A,99.91,0.4,DKI JAKARTA,83.52,UIN SUNAN GUNUNG DJATI,TEKNIK LINGKUNGAN,Sarjana,86.07,12,174.5,0.2013,0
Siswa_740,IPA,94.3,93.6,90.1,89.3,89.3,91.32,SMAN 15 MEDAN,948,C,85.78,0.05,SUMATERA UTARA,78.33,UNIVERSITAS NEGERI JAKARTA,STATISTIKA,Sarjana,87.45,16,343.0,0.0466,0
Siswa_741,IPA,91.1,92.5,94.5,94.5,93.6,93.24,SMAN 1 KRIAN,526,C,92.12,0.05,JAWA TIMUR,85.89,UNIVERSITAS GADJAH MADA,MANAJEMEN DAN KEBIJAKAN PUBLIK,Sarjana,90.36,24,262.0,0.0916,0
Siswa_742,IPA,87.9,94.9,90.9,94.0,94.0,92.34,SMAS GONZAGA JAKARTA,73,A,98.92,0.4,DKI JAKARTA,91.34,INSTITUT PERTANIAN BOGOR,TEKNOLOGI DAN MANAJEMEN TERNAK (KAMPUS SUKABUMI),Sarjana Terapan,85.06,28,109.0,0.2569,1
Siswa_743,IPS,83.9,85.6,84.7,86.7,86.7,85.52,SMAS IT THORIQ BIN ZIYAD,399,B,94.02,0.25,JAWA BARAT,80.41,ISBI BANDUNG,TATA RIAS DAN BUSANA,Sarjana Terapan,86.07,14,75.0,0.1867,1
Siswa_744,IPA,80.2,80.6,84.8,90.0,91.7,85.46,SMA NEGERI 06 PALEMBANG,405,C,93.93,0.05,SUMATERA SELATAN,80.27,UNIVERSITAS NEGERI MANADO,PENDIDIKAN SOSIOLOGI,Sarjana,86.07,12,42.0,0.2857,0
Siswa_745,IPA,83.1,86.0,85.8,89.2,90.6,86.94,MAN 2 KEBUMEN,675,C,89.88,0.05,JAWA TENGAH,78.14,UNIVERSITAS ANDALAS,SASTRA INDONESIA,Sarjana,84.17,48,120.0,0.4,0
Siswa_746,IPS,90.4,92.4,91.1,94.3,94.4,92.52,SMAN 5 JAKARTA,578,C,91.34,0.05,DKI JAKARTA,84.51,UNIVERSITAS NEGERI GORONTALO,SOSIOLOGI,Sarjana,84.32,50,68.0,0.7353,1
Siswa_747,IPA,94.4,96.3,96.9,95.1,95.4,95.62,SMAN 1 PADANGAN,859,C,87.12,0.05,JAWA TIMUR,83.3,POLITEKNIK NEGERI BALI,AKUNTANSI BISNIS DIGITAL,Sarjana Terapan,86.07,23,28.0,0.8214,0
Siswa_748,IPA,92.7,94.9,100.0,100.0,100.0,97.52,SMA TRENSAINS TEBUIRENG,130,B,98.06,0.25,JAWA TIMUR,95.63,UNIVERSITAS SINGAPERBANGSA KARAWANG,TEKNIK SIPIL,Sarjana,81.66,30,227.0,0.1322,1
Siswa_749,IPS,82.6,87.7,85.0,85.9,86.0,85.44,SMAN 8 SURAKARTA,931,C,86.04,0.05,JAWA TENGAH,73.51,POLITEKNIK PERKAPALAN NEGERI SURABAYA,TEKNIK KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,86.07,94,966.0,0.0973,0
Siswa_750,IPS,79.4,78.1,77.0,76.9,75.4,77.36,SMAS MARDI WALUYA,466,C,93.02,0.05,JAWA BARAT,71.96,UNIVERSITAS PADJADJARAN,SOSIOLOGI,Sarjana,83.33,14,385.0,0.0364,0
Siswa_751,IPA,85.7,87.7,91.6,93.0,93.5,90.3,SMA KESATUAN BANGSA,206,B,96.92,0.25,DI YOGYAKARTA,87.52,UNIVERSITAS NEGERI GORONTALO,PENDIDIKAN SEJARAH,Sarjana,83.88,27,58.0,0.4655,1
Siswa_752,IPS,76.2,75.3,80.0,82.9,82.9,79.46,MAN 8 JAKARTA,788,C,88.18,0.05,DKI JAKARTA,70.07,UNIVERSITAS GADJAH MADA,KARTOGRAFI DAN PENGINDERAAN JAUH,Sarjana,87.64,30,165.0,0.1818,0
Siswa_753,IPS,86.6,88.7,89.5,91.5,91.5,89.56,SMAN 2 PROBOLINGGO,978,C,85.33,0.05,JAWA TIMUR,76.42,UNIVERSITAS AIRLANGGA,KEDOKTERAN HEWAN (FIKKIA BANYUWANGI),Sarjana,84.71,30,203.0,0.1478,0
Siswa_754,IPA,84.3,83.4,81.9,81.2,81.5,82.46,SMA DON BOSKO,768,C,88.48,0.05,JAWA TENGAH,72.96,INSTITUT TEKNOLOGI SUMATERA,REKAYASA KOSMETIK,Sarjana,88.89,37,273.0,0.1355,0
Siswa_755,IPA,82.7,82.8,88.0,90.5,91.0,87.0,SMAN 1 BATU,266,B,96.02,0.25,JAWA TIMUR,83.54,POLITEKNIK MARITIM NEGERI INDONESIA,NAUTIKA,Sarjana Terapan,86.07,40,127.0,0.315,0
Siswa_756,IPS,77.0,77.4,81.6,81.4,84.2,80.32,MAN 2 KOTA BOGOR,537,C,91.95,0.05,JAWA BARAT,73.85,POLITEKNIK NEGERI BALIKPAPAN,TATA BOGA,Diploma Tiga,86.07,60,76.0,0.7895,0
Siswa_757,IPS,87.6,90.5,92.9,94.3,95.8,92.22,SMAN 2 PEMALANG,962,C,85.57,0.05,JAWA TENGAH,78.91,POLITEKNIK NEGERI BATAM,TEKNIK MEKATRONIKA,Sarjana Terapan,86.07,23,299.0,0.0769,0
Siswa_758,IPA,82.3,85.2,84.5,84.9,85.5,84.48,SMAS SF Assisi Samarinda,793,C,88.11,0.05,KALIMANTAN TIMUR,74.44,UNIVERSITAS BRAWIJAYA,TEKNIK LINGKUNGAN,Sarjana,88.17,40,465.0,0.086,0
Siswa_759,IPS,79.2,77.7,78.6,79.1,78.4,78.6,SMAN 63 JAKARTA,253,B,96.22,0.25,DKI JAKARTA,75.63,UNIVERSITAS BRAWIJAYA,AGROEKOTEKNOLOGI (PSDKU KEDIRI),Sarjana,85.93,42,224.0,0.1875,0
Siswa_760,IPS,70.6,71.7,72.4,75.0,76.3,73.2,MAS AL HIKMAH 2,822,C,87.67,0.05,JAWA TENGAH,64.17,UNIVERSITAS TEUKU UMAR,AKUAKULTUR,Sarjana,81.82,22,12.0,1.8333,0
Siswa_761,IPA,84.9,84.4,86.1,85.0,84.6,85.0,SMAN 1 PONOROGO,289,B,95.68,0.25,JAWA TIMUR,81.33,UNIVERSITAS HASANUDDIN,ILMU AKTUARIA,Sarjana,84.73,18,228.0,0.0789,0
Siswa_762,IPA,93.9,92.3,96.2,100.0,100.0,96.48,SMAN 1 KARANGANYAR,164,B,97.55,0.25,JAWA TENGAH,94.12,UNIVERSITAS BANGKA BELITUNG,TEKNOLOGI INFORMASI,Sarjana,87.88,18,308.0,0.0584,1
Siswa_763,IPA,93.3,93.9,96.6,94.0,96.2,94.8,MAN INSAN CENDEKIA LOMBOK TIMUR,95,A,98.59,0.4,NUSA TENGGARA BARAT,93.46,UNIVERSITAS NEGERI SURABAYA,BIOLOGI,Sarjana,85.47,63,352.0,0.179,1
Siswa_764,IPS,82.7,83.1,81.9,81.7,81.5,82.18,SMKN 20 JAKARTA,782,C,88.27,0.05,DKI JAKARTA,72.54,UNIVERSITAS LAMPUNG,AGRIBISNIS,Sarjana,88.58,30,444.0,0.0676,0
Siswa_765,IPA,82.0,87.8,91.6,93.3,96.1,90.16,SMAN 1 SUTOJAYAN,833,C,87.51,0.05,JAWA TIMUR,78.9,POLITEKNIK NEGERI LAMPUNG,PERIKANAN TANGKAP,Diploma Tiga,86.07,14,6.0,2.3333,0
Siswa_766,IPA,87.3,89.2,90.8,93.0,93.4,90.74,SMAN 1 SURAKARTA,110,B,98.36,0.25,JAWA TENGAH,89.25,POLITEKNIK NEGERI LAMPUNG,TEKNOLOGI REKAYASA PERANGKAT LUNAK,Sarjana Terapan,86.07,56,62.0,0.9032,1
Siswa_767,IPS,80.0,78.3,80.6,81.4,81.6,80.38,MAN 2 PONTIANAK,336,B,94.97,0.25,KALIMANTAN BARAT,76.34,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,86.46,19,200.0,0.095,0
Siswa_768,IPS,86.5,86.4,90.3,91.2,93.4,89.56,MAS AL HIKMAH 2,822,C,87.67,0.05,JAWA TENGAH,78.52,UNIVERSITAS BRAWIJAYA,PETERNAKAN,Sarjana,89.21,159,724.0,0.2196,0
Siswa_769,IPA,88.8,91.9,90.7,92.5,92.6,91.3,SMA NEGERI 1 TRENGGALEK,238,B,96.44,0.25,JAWA TIMUR,88.05,UNIVERSITAS KHAIRUN,SASTRA INDONESIA,Sarjana,86.07,9,15.0,0.6,0
Siswa_770,IPS,91.1,96.3,97.2,97.8,100.0,96.48,SMA NEGERI 1 AMBARAWA,381,B,94.29,0.25,JAWA TENGAH,90.97,UNIVERSITAS PENDIDIKAN INDONESIA,ARSITEKTUR,Sarjana,88.64,25,559.0,0.0447,0
Siswa_771,IPA,84.5,82.3,82.3,86.1,86.9,84.42,SMA AL-ABIDIN BILINGUAL BOARDING SCHOOL,436,C,93.47,0.05,JAWA TENGAH,78.91,POLITEKNIK NEGERI LAMPUNG,TEKNOLOGI AKUAKULTUR,Sarjana Terapan,86.07,24,174.5,0.2013,0
Siswa_772,IPS,84.0,81.2,79.1,81.8,81.0,81.42,SMAN 7 SURABAYA,899,C,86.52,0.05,JAWA TIMUR,70.44,UNIVERSITAS HASANUDDIN,ILMU KELAUTAN,Sarjana,84.22,84,123.0,0.6829,0
Siswa_773,IPA,80.6,85.4,87.0,89.8,91.8,86.92,SMAN 1 KAUMAN,483,C,92.76,0.05,JAWA TIMUR,80.63,UNIVERSITAS NEGERI MAKASSAR,PENDIDIKAN GEOGRAFI,Sarjana,87.45,41,220.0,0.1864,0
Siswa_774,IPA,80.9,82.6,88.7,87.7,89.6,85.9,SMAN 1 REJANG LEBONG,937,C,85.95,0.05,BENGKULU,73.83,UNIVERSITAS AIRLANGGA,PERPAJAKAN,Diploma Tiga,85.86,60,268.0,0.2239,0
Siswa_775,IPS,83.9,83.1,80.5,81.3,81.4,82.04,MAS AL MUKMIN NGRUKI,902,C,86.47,0.05,JAWA TENGAH,70.94,UNIVERSITAS NEGERI YOGYAKARTA,PENDIDIKAN FISIKA,Sarjana,84.45,24,112.0,0.2143,0
Siswa_776,IPA,86.8,88.9,89.8,90.2,89.5,89.04,SMAS KRISTEN BPK PENABUR GADING SERPONG,25,A,99.64,0.4,BANTEN,88.72,UNIVERSITAS LAMBUNG MANGKURAT,FARMASI,Sarjana,88.52,18,586.0,0.0307,0
Siswa_777,IPA,89.6,85.3,87.6,86.6,85.5,86.92,SMAN 6 KOTA DEPOK,653,C,90.21,0.05,JAWA BARAT,78.41,UNIVERSITAS RIAU,KEDOKTERAN HEWAN,Sarjana,87.14,15,248.0,0.0605,1
Siswa_778,IPS,81.0,82.0,83.2,85.0,85.5,83.34,SMAN 54 JAKARTA,117,B,98.26,0.25,DKI JAKARTA,81.89,UIN SUNAN GUNUNG DJATI,TEKNIK INFORMATIKA,Sarjana,86.07,40,771.0,0.0519,0
Siswa_779,IPS,92.5,94.1,94.9,94.8,95.1,94.28,SMAN 1 BOYOLANGU,482,C,92.78,0.05,JAWA TIMUR,87.47,INSTITUT TEKNOLOGI SEPULUH NOPEMBER,SAINS ANALITIK DAN INSTRUMENTASI KIMIA,Sarjana,85.06,18,151.0,0.1192,1
Siswa_780,IPS,83.6,86.5,84.9,87.2,88.3,86.1,SMA NEGERI 15,392,B,94.13,0.25,JAWA TENGAH,81.05,UNIVERSITAS SULTAN AGENG TIRTAYASA,PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI,Sarjana,86.65,53,185.0,0.2865,0
Siswa_781,IPS,84.9,83.9,85.3,84.2,84.2,84.5,SMAN 1 SOKARAJA,917,C,86.25,0.05,JAWA TENGAH,72.88,UNIVERSITAS PENDIDIKAN INDONESIA,FILM DAN TELEVISI,Sarjana,85.65,20,301.0,0.0664,0
Siswa_782,IPA,81.3,82.4,81.9,86.4,86.2,83.64,SMAN 1 DURENAN,994,C,85.09,0.05,JAWA TIMUR,71.17,INSTITUT PERTANIAN BOGOR,KEDOKTERAN,Sarjana,94.92,10,716.0,0.014,0
Siswa_783,IPA,72.9,72.0,70.0,70.0,69.8,70.94,SMAN 1 CERME,964,C,85.54,0.05,JAWA TIMUR,60.68,UNIVERSITAS HASANUDDIN,ARKEOLOGI,Sarjana,82.59,35,101.0,0.3465,0
Siswa_784,IPA,89.4,90.9,94.3,95.8,97.4,93.56,MAN 2 KOTA BOGOR,537,C,91.95,0.05,JAWA BARAT,86.03,UIN SULTAN THAHA SAIFUDDIN JAMBI,FISIKA,Sarjana,86.07,12,7.0,1.7143,0
Siswa_785,IPA,88.7,87.9,90.8,93.4,94.6,91.08,SMAS IT AS-SYIFA BOARDING SCHOOL,79,A,98.83,0.4,JAWA BARAT,90.01,UNIVERSITAS RIAU,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,88.53,24,392.0,0.0612,1
Siswa_786,IPS,83.6,83.8,84.9,84.7,85.7,84.54,SMA AL WILDAN ISLAMIC SCHOOL,580,C,91.31,0.05,BANTEN,77.19,UNIVERSITAS PENDIDIKAN GANESHA,PERPUSTAKAAN,Diploma Tiga,82.15,40,13.0,3.0769,1
Siswa_787,IPA,85.3,84.3,85.8,88.5,89.7,86.72,SMAS BUNDA HATI KUDUS,173,B,97.42,0.25,JAWA BARAT,84.48,UNIVERSITAS MARITIM RAJA ALI HAJI,TEKNIK PERKAPALAN,Sarjana,86.65,40,92.0,0.4348,1
Siswa_788,IPA,87.6,89.9,93.0,91.6,92.6,90.94,SMAS TERPADU BINA UMAT,956,C,85.66,0.05,DI YOGYAKARTA,77.9,UNIVERSITAS TIDAR,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,82.55,32,241.0,0.1328,0
Siswa_789,IPA,77.2,79.9,81.4,85.3,86.6,82.08,SMAS UNGGUL DEL,12,A,99.83,0.4,SUMATERA UTARA,81.94,UNIVERSITAS NEGERI MEDAN,PENDIDIKAN MUSIK,Sarjana,84.52,59,202.0,0.2921,1
Siswa_790,IPS,82.4,82.9,85.7,86.7,86.1,84.76,SMAN 1 JEKULO KUDUS,800,C,88.0,0.05,JAWA TENGAH,74.59,UNIVERSITAS TEUKU UMAR,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,83.31,38,156.0,0.2436,1
Siswa_791,IPA,89.0,90.0,90.5,90.3,90.9,90.14,SMAS SUTOMO 1,128,B,98.09,0.25,SUMATERA UTARA,88.42,UNIVERSITAS RIAU,PENDIDIKAN MASYARAKAT,Sarjana,84.59,24,68.0,0.3529,0
Siswa_792,IPA,78.7,76.8,80.5,80.9,81.4,79.66,SMAN 93 JAKARTA,608,C,90.89,0.05,DKI JAKARTA,72.4,UIN WALISONGO,KIMIA,Sarjana,86.07,53,40.0,1.325,0
Siswa_793,IPA,86.5,86.9,88.5,91.1,92.1,89.02,SMAS TARUNA NUSANTARA,92,A,98.63,0.4,JAWA TENGAH,87.8,UNIVERSITAS JENDERAL SOEDIRMAN,ADMINISTRASI PUBLIK,Sarjana,90.24,66,829.0,0.0796,0
Siswa_794,IPS,78.2,79.1,80.5,80.3,79.6,79.54,SMAN 6 KOTA DEPOK,653,C,90.21,0.05,JAWA BARAT,71.75,UNIVERSITAS TADULAKO,PEND. SEJARAH,Sarjana,86.6,70,150.0,0.4667,0
Siswa_795,IPA,87.3,93.6,92.0,91.5,91.3,91.14,SMAS IT RAUDHATUL JANNAH,543,C,91.86,0.05,BANTEN,83.72,UNIVERSITAS SEBELAS MARET,PENDIDIKAN GEOGRAFI,Sarjana,86.14,27,245.0,0.1102,0
Siswa_796,IPS,84.8,83.6,85.2,85.7,86.7,85.2,SMAS ISLAM PB SOEDIRMAN,846,C,87.31,0.05,DKI JAKARTA,74.39,UNIVERSITAS PENDIDIKAN INDONESIA,PENDIDIKAN MULTIMEDIA KAMPUS CIBIRU,Sarjana,84.74,29,238.0,0.1218,1
Siswa_797,IPS,76.9,80.9,80.2,78.8,79.1,79.18,SMKN 26 JAKARTA,532,C,92.03,0.05,DKI JAKARTA,72.87,UIN SUNAN AMPEL SURABAYA,SISTEM INFORMASI,Sarjana,86.07,39,157.0,0.2484,0
Siswa_798,IPA,90.8,93.8,93.5,98.2,100.0,95.26,SMAN 2 BANDAR LAMPUNG,658,C,90.14,0.05,LAMPUNG,85.87,"UPN ""VETERAN"" JAKARTA",HUKUM,Sarjana,86.07,96,1024.0,0.0938,0
Siswa_799,IPS,81.3,82.9,82.3,82.1,82.3,82.18,SMAN 1 KUTA SELATAN,989,C,85.17,0.05,BALI,69.99,UNIVERSITAS BRAWIJAYA,ILMU KOMUNIKASI,Sarjana,90.63,56,911.0,0.0615,0
Siswa_800,IPS,80.9,85.5,84.3,87.0,88.0,85.14,SMAN BALI MANDARA,828,C,87.58,0.05,BALI,74.57,UNIVERSITAS HASANUDDIN,SOSIOLOGI,Sarjana,84.22,33,140.0,0.2357,0
Siswa_801,IPS,86.0,87.7,93.0,94.4,96.6,91.54,SMA NEGERI 1 SEWON,447,C,93.3,0.05,DI YOGYAKARTA,85.41,UNIVERSITAS CENDERAWASIH,TEKNIK PERTAMBANGAN,Sarjana,87.02,13,137.0,0.0949,1
Siswa_802,IPA,90.7,92.5,96.2,95.2,95.5,94.02,SMA Negeri 10 Samarinda,390,B,94.16,0.25,KALIMANTAN TIMUR,88.53,UNIVERSITAS BRAWIJAYA,ILMU GIZI,Sarjana,90.14,36,669.0,0.0538,0
Siswa_803,IPA,79.9,80.8,85.7,86.6,87.8,84.16,SMA NEGERI 1 AMPEK ANGKEK,672,C,89.92,0.05,SUMATERA BARAT,75.68,UNIVERSITAS PADJADJARAN,AKUNTANSI,Sarjana,89.87,32,1341.0,0.0239,0
Siswa_804,IPS,85.3,88.8,87.3,89.9,90.3,88.32,SMAN 1 KUTA,861,C,87.09,0.05,BALI,76.92,UNIVERSITAS PATTIMURA,TEKNIK TRANSPORTASI LAUT,Sarjana,81.68,15,14.0,1.0714,0
Siswa_805,IPA,87.1,90.3,91.5,92.1,92.6,90.72,SMAS REGINA PACIS,43,A,99.37,0.4,JAWA BARAT,90.15,UNIVERSITAS MULAWARMAN,PENYULUHAN PERTANIAN,Sarjana,86.07,10,174.5,0.2013,1
Siswa_806,IPS,88.5,88.2,86.6,90.0,90.0,88.66,SMAS YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,254,B,96.2,0.25,KALIMANTAN TIMUR,85.29,POLITEKNIK NEGERI BANDUNG,BAHASA INGGRIS,Diploma Tiga,86.07,20,209.0,0.0957,0
